Date;Poule_brute;Ponte_brute;niveau_observation;group_id
2024-06-02;Rémiel;;individuel;
2024-06-02;Joséphine;;individuel;
2024-06-02;Cunégonde;x;individuel;
2024-06-02;Valérie;x;individuel;
2024-06-02;Pioupioute;;individuel;
2024-06-03;Cunégonde;x;individuel;
2024-06-03;Valérie;x;individuel;
2024-06-03;Joséphine;;individuel;
2024-06-03;Rémiel;;individuel;
2024-06-03;MARANS;x;groupe;MARANS
2024-06-03;Pioupioute;;individuel;
2024-06-04;MARANS;x;groupe;MARANS
2024-06-04;Pioupioute;;individuel;
2024-06-04;Joséphine;;individuel;
2024-06-04;Rémiel;;individuel;
2024-06-04;Cunégonde;x;individuel;
2024-06-04;Valérie;x;individuel;
2024-06-05;Rémiel;;individuel;
2024-06-05;Pioupioute;;individuel;
2024-06-05;Joséphine;;individuel;
2024-06-05;Cunégonde;x;individuel;
2024-06-05;Valérie;;individuel;
2024-06-05;MARANS;x;groupe;MARANS
2024-06-06;Valérie;x;individuel;
2024-06-06;MARANS;1;groupe;MARANS
2024-06-06;Rémiel;;individuel;
2024-06-06;Joséphine;;individuel;
2024-06-06;Pioupioute;;individuel;
2024-06-06;Cunégonde;x;individuel;
2024-06-07;MARANS;x;groupe;MARANS
2024-06-07;Valérie;;individuel;
2024-06-07;Joséphine;;individuel;
2024-06-07;Pioupioute;;individuel;
2024-06-07;Rémiel;;individuel;
2024-06-07;Cunégonde;;individuel;
2024-06-08;Cunégonde;x;individuel;
2024-06-08;Rémiel;;individuel;
2024-06-08;Joséphine;;individuel;
2024-06-08;MARANS;2;groupe;MARANS
2024-06-08;Pioupioute;;individuel;
2024-06-08;Valérie;x;individuel;
2024-06-09;Cunégonde;x;individuel;
2024-06-09;Valérie;x;individuel;
2024-06-09;Pioupioute;;individuel;
2024-06-09;Joséphine;;individuel;
2024-06-09;MARANS;2;groupe;MARANS
2024-06-09;Rémiel;;individuel;
2024-06-10;Pioupioute;;individuel;
2024-06-10;MARANS;1;groupe;MARANS
2024-06-10;Joséphine;;individuel;
2024-06-10;Rémiel;;individuel;
2024-06-10;Valérie;x;individuel;
2024-06-10;Cunégonde;;individuel;
2024-06-11;Cunégonde;;individuel;
2024-06-11;Valérie;;individuel;
2024-06-11;Rémiel;;individuel;
2024-06-11;Joséphine;;individuel;
2024-06-11;MARANS;x;groupe;MARANS
2024-06-11;Pioupioute;;individuel;
2024-06-12;Cunégonde;x;individuel;
2024-06-12;Joséphine;;individuel;
2024-06-12;Rémiel;;individuel;
2024-06-12;Valérie;x;individuel;
2024-06-12;Pioupioute;;individuel;
2024-06-12;MARANS;x;groupe;MARANS
2024-06-13;Valérie;x;individuel;
2024-06-13;Joséphine;;individuel;
2024-06-13;Rémiel;;individuel;
2024-06-13;Cunégonde;x;individuel;
2024-06-13;Pioupioute;;individuel;
2024-06-13;MARANS;x;groupe;MARANS
2024-06-14;MARANS;x;groupe;MARANS
2024-06-14;Rémiel;;individuel;
2024-06-14;Pioupioute;;individuel;
2024-06-14;Cunégonde;x;individuel;
2024-06-14;Valérie;x;individuel;
2024-06-14;Joséphine;;individuel;
2024-06-15;Cunégonde;x;individuel;
2024-06-15;Joséphine;;individuel;
2024-06-15;Valérie;;individuel;
2024-06-15;Rémiel;retrait point;individuel;
2024-06-15;Pioupioute;;individuel;
2024-06-15;MARANS;x(cassé);groupe;MARANS
2024-06-16;MARANS;x;groupe;MARANS
2024-06-16;Valérie;x;individuel;
2024-06-16;Pioupioute;;individuel;
2024-06-16;Joséphine;;individuel;
2024-06-16;Cunégonde;x;individuel;
2024-06-16;Rémiel;;individuel;
2024-06-17;Rémiel;;individuel;
2024-06-17;Pioupioute;;individuel;
2024-06-17;Valérie;x;individuel;
2024-06-17;Cunégonde;;individuel;
2024-06-17;Joséphine;;individuel;
2024-06-17;MARANS;2;groupe;MARANS
2024-06-18;Pioupioute;;individuel;
2024-06-18;Valérie;x;individuel;
2024-06-18;Cunégonde;x;individuel;
2024-06-18;Rémiel;;individuel;
2024-06-18;MARANS;3;groupe;MARANS
2024-06-18;Joséphine;;individuel;
2024-06-19;Joséphine;;individuel;
2024-06-19;Pioupioute;;individuel;
2024-06-19;Cunégonde;x;individuel;
2024-06-19;Valérie;;individuel;
2024-06-19;Rémiel;;individuel;
2024-06-19;MARANS;x;groupe;MARANS
2024-06-20;Cunégonde;x;individuel;
2024-06-20;Valérie;x;individuel;
2024-06-20;Rémiel;;individuel;
2024-06-20;Pioupioute;;individuel;
2024-06-20;MARANS;x;groupe;MARANS
2024-06-20;Joséphine;;individuel;
2024-06-21;Cunégonde;x;individuel;
2024-06-21;MARANS;;groupe;MARANS
2024-06-21;Valérie;x;individuel;
2024-06-21;Pioupioute;;individuel;
2024-06-21;Rémiel;;individuel;
2024-06-21;Joséphine;;individuel;
2024-06-22;Cunégonde;;individuel;
2024-06-22;Joséphine;;individuel;
2024-06-22;MARANS;x(cassé);groupe;MARANS
2024-06-22;Valérie;x;individuel;
2024-06-22;Pioupioute;;individuel;
2024-06-22;Rémiel;;individuel;
2024-06-23;Pioupioute;;individuel;
2024-06-23;Cunégonde;x;individuel;
2024-06-23;MARANS;x;groupe;MARANS
2024-06-23;Joséphine;;individuel;
2024-06-23;Valérie;x;individuel;
2024-06-23;Rémiel;;individuel;
2024-06-24;Rémiel;;individuel;
2024-06-24;Pioupioute;;individuel;
2024-06-24;Joséphine;;individuel;
2024-06-24;Valérie;;individuel;
2024-06-24;Cunégonde;x;individuel;
2024-06-24;MARANS;1;groupe;MARANS
2024-06-25;MARANS;2;groupe;MARANS
2024-06-25;Rémiel;;individuel;
2024-06-25;Valérie;x;individuel;
2024-06-25;Cunégonde;x;individuel;
2024-06-25;Pioupioute;;individuel;
2024-06-25;Joséphine;;individuel;
2024-06-26;Valérie;x;individuel;
2024-06-26;Joséphine;;individuel;
2024-06-26;Pioupioute;;individuel;
2024-06-26;Rémiel;;individuel;
2024-06-26;Cunégonde;;individuel;
2024-06-26;MARANS;x;groupe;MARANS
2024-06-27;Joséphine;;individuel;
2024-06-27;Valérie;x;individuel;
2024-06-27;Cunégonde;;individuel;
2024-06-27;Pioupioute;;individuel;
2024-06-27;MARANS;x;groupe;MARANS
2024-06-27;Rémiel;;individuel;
2024-06-28;Joséphine;;individuel;
2024-06-28;Rémiel;;individuel;
2024-06-28;Valérie;;individuel;
2024-06-28;Cunégonde;;individuel;
2024-06-28;Pioupioute;;individuel;
2024-06-28;MARANS;2;groupe;MARANS
2024-06-29;MARANS;x;groupe;MARANS
2024-06-29;Cunégonde;;individuel;
2024-06-29;Rémiel;;individuel;
2024-06-29;Valérie;x;individuel;
2024-06-29;Joséphine;;individuel;
2024-06-29;Pioupioute;;individuel;
2024-06-30;Joséphine;;individuel;
2024-06-30;Valérie;x;individuel;
2024-06-30;Rémiel;;individuel;
2024-06-30;Cunégonde;;individuel;
2024-06-30;Pioupioute;;individuel;
2024-06-30;MARANS;2;groupe;MARANS
2024-07-01;MARANS;1;groupe;MARANS
2024-07-01;Rémiel;;individuel;
2024-07-01;Joséphine;;individuel;
2024-07-01;Valérie;;individuel;
2024-07-01;Pioupioute;;individuel;
2024-07-01;Cunégonde;;individuel;
2024-07-02;Joséphine;;individuel;
2024-07-02;Pioupioute;;individuel;
2024-07-02;Rémiel;;individuel;
2024-07-02;Cunégonde;;individuel;
2024-07-02;Valérie;x;individuel;
2024-07-02;MARANS;x;groupe;MARANS
2024-07-03;Valérie;;individuel;
2024-07-03;Rémiel;;individuel;
2024-07-03;Cunégonde;;individuel;
2024-07-03;Joséphine;;individuel;
2024-07-03;Pioupioute;;individuel;
2024-07-03;MARANS;x;groupe;MARANS
2024-07-04;Valérie;;individuel;
2024-07-04;Pioupioute;;individuel;
2024-07-04;MARANS;1;groupe;MARANS
2024-07-04;Rémiel;;individuel;
2024-07-04;Joséphine;;individuel;
2024-07-04;Cunégonde;;individuel;
2024-07-05;Joséphine;;individuel;
2024-07-05;Cunégonde;;individuel;
2024-07-05;Valérie;x;individuel;
2024-07-05;MARANS;1;groupe;MARANS
2024-07-05;Pioupioute;;individuel;
2024-07-05;Rémiel;;individuel;
2024-07-06;MARANS;1;groupe;MARANS
2024-07-06;Rémiel;;individuel;
2024-07-06;Valérie;x;individuel;
2024-07-06;Pioupioute;;individuel;
2024-07-06;Cunégonde;;individuel;
2024-07-06;Joséphine;;individuel;
2024-07-07;Pioupioute;;individuel;
2024-07-07;Valérie;;individuel;
2024-07-07;Cunégonde;;individuel;
2024-07-07;Rémiel;;individuel;
2024-07-07;Joséphine;;individuel;
2024-07-07;MARANS;x;groupe;MARANS
2024-07-08;Joséphine;;individuel;
2024-07-08;Rémiel;;individuel;
2024-07-08;Pioupioute;;individuel;
2024-07-08;Cunégonde;;individuel;
2024-07-08;Valérie;x;individuel;
2024-07-08;MARANS;x;groupe;MARANS
2024-07-09;Valérie;x;individuel;
2024-07-09;MARANS;1;groupe;MARANS
2024-07-09;Joséphine;;individuel;
2024-07-09;Pioupioute;;individuel;
2024-07-09;Rémiel;;individuel;
2024-07-09;Cunégonde;;individuel;
2024-07-10;Pioupioute;;individuel;
2024-07-10;Rémiel;;individuel;
2024-07-10;Valérie;;individuel;
2024-07-10;MARANS;x;groupe;MARANS
2024-07-10;Cunégonde;;individuel;
2024-07-10;Joséphine;;individuel;
2024-07-11;Rémiel;;individuel;
2024-07-11;Valérie;;individuel;
2024-07-11;Joséphine;;individuel;
2024-07-11;Cunégonde;arrêt couvade;individuel;
2024-07-11;Pioupioute;;individuel;
2024-07-11;MARANS;0;groupe;MARANS
2024-07-12;MARANS;1;groupe;MARANS
2024-07-12;Pioupioute;;individuel;
2024-07-12;Joséphine;;individuel;
2024-07-12;Valérie;x;individuel;
2024-07-12;Rémiel;;individuel;
2024-07-12;Cunégonde;;individuel;
2024-07-13;Valérie;x;individuel;
2024-07-13;Cunégonde;;individuel;
2024-07-13;Joséphine;;individuel;
2024-07-13;MARANS;x;groupe;MARANS
2024-07-13;Rémiel;;individuel;
2024-07-13;Pioupioute;;individuel;
2024-07-14;MARANS;2;groupe;MARANS
2024-07-14;Cunégonde;;individuel;
2024-07-14;Valérie;;individuel;
2024-07-14;Rémiel;;individuel;
2024-07-14;Joséphine;;individuel;
2024-07-14;Pioupioute;;individuel;
2024-07-15;Rémiel;;individuel;
2024-07-15;MARANS;0;groupe;MARANS
2024-07-15;Joséphine;;individuel;
2024-07-15;Cunégonde;;individuel;
2024-07-15;Valérie;;individuel;
2024-07-15;Pioupioute;;individuel;
2024-07-16;Rémiel;;individuel;
2024-07-16;MARANS;x;groupe;MARANS
2024-07-16;Valérie;x;individuel;
2024-07-16;Pioupioute;;individuel;
2024-07-16;Joséphine;;individuel;
2024-07-16;Cunégonde;;individuel;
2024-07-17;MARANS;x;groupe;MARANS
2024-07-17;Cunégonde;;individuel;
2024-07-17;Rémiel;;individuel;
2024-07-17;Valérie;;individuel;
2024-07-17;Pioupioute;;individuel;
2024-07-17;Joséphine;;individuel;
2024-07-18;MARANS;1;groupe;MARANS
2024-07-18;Valérie;x;individuel;
2024-07-18;Cunégonde;;individuel;
2024-07-18;Joséphine;;individuel;
2024-07-18;Rémiel;;individuel;
2024-07-18;Pioupioute;;individuel;
2024-07-19;MARANS;x;groupe;MARANS
2024-07-19;Rémiel;;individuel;
2024-07-19;Pioupioute;;individuel;
2024-07-19;Cunégonde;;individuel;
2024-07-19;Joséphine;;individuel;
2024-07-19;Valérie;;individuel;
2024-07-20;Valérie;;individuel;
2024-07-20;Rémiel;;individuel;
2024-07-20;Cunégonde;;individuel;
2024-07-20;Pioupioute;;individuel;
2024-07-20;MARANS;x;groupe;MARANS
2024-07-20;Joséphine;;individuel;
2024-07-21;Joséphine;;individuel;
2024-07-21;Cunégonde;x;individuel;
2024-07-21;Valérie;;individuel;
2024-07-21;Pioupioute;;individuel;
2024-07-21;MARANS;x;groupe;MARANS
2024-07-21;Rémiel;;individuel;
2024-07-22;MARANS;0;groupe;MARANS
2024-07-22;Joséphine;;individuel;
2024-07-22;Pioupioute;;individuel;
2024-07-22;Cunégonde;;individuel;
2024-07-22;Rémiel;;individuel;
2024-07-22;Valérie;;individuel;
2024-07-23;Joséphine;;individuel;
2024-07-23;Valérie;x;individuel;
2024-07-23;Rémiel;;individuel;
2024-07-23;Cunégonde;;individuel;
2024-07-23;Pioupioute;;individuel;
2024-07-23;MARANS;1;groupe;MARANS
2024-07-24;Pioupioute;;individuel;
2024-07-24;Joséphine;;individuel;
2024-07-24;Valérie;x;individuel;
2024-07-24;MARANS;0;groupe;MARANS
2024-07-24;Rémiel;;individuel;
2024-07-24;Cunégonde;x;individuel;
2024-07-25;MARANS;1(+1);groupe;MARANS
2024-07-25;Rémiel;;individuel;
2024-07-25;Joséphine;;individuel;
2024-07-25;Cunégonde;;individuel;
2024-07-25;Valérie;x;individuel;
2024-07-25;Pioupioute;;individuel;
2024-07-26;MARANS;2;groupe;MARANS
2024-07-26;Joséphine;;individuel;
2024-07-26;Rémiel;;individuel;
2024-07-26;Cunégonde;x;individuel;
2024-07-26;Pioupioute;;individuel;
2024-07-26;Valérie;;individuel;
2024-07-27;Cunégonde;x;individuel;
2024-07-27;Pioupioute;;individuel;
2024-07-27;Joséphine;;individuel;
2024-07-27;Valérie;x;individuel;
2024-07-27;MARANS;0;groupe;MARANS
2024-07-27;Rémiel;;individuel;
2024-07-28;MARANS;2;groupe;MARANS
2024-07-28;Rémiel;;individuel;
2024-07-28;Cunégonde;;individuel;
2024-07-28;Valérie;x;individuel;
2024-07-28;Joséphine;;individuel;
2024-07-28;Pioupioute;;individuel;
2024-07-29;MARANS;x;groupe;MARANS
2024-07-29;Cunégonde;;individuel;
2024-07-29;Valérie;x;individuel;
2024-07-29;Joséphine;;individuel;
2024-07-29;Pioupioute;;individuel;
2024-07-29;Rémiel;;individuel;
2024-07-30;Valérie;x;individuel;
2024-07-30;Pioupioute;;individuel;
2024-07-30;MARANS;x(cassé);groupe;MARANS
2024-07-30;Rémiel;;individuel;
2024-07-30;Cunégonde;x;individuel;
2024-07-30;Joséphine;;individuel;
2024-07-31;Joséphine;;individuel;
2024-07-31;Valérie;;individuel;
2024-07-31;Cunégonde;x;individuel;
2024-07-31;Pioupioute;;individuel;
2024-07-31;Rémiel;;individuel;
2024-07-31;MARANS;0;groupe;MARANS
2024-08-01;MARANS;1;groupe;MARANS
2024-08-01;Joséphine;;individuel;
2024-08-01;Cunégonde;;individuel;
2024-08-01;Pioupioute;;individuel;
2024-08-01;Valérie;x;individuel;
2024-08-01;Rémiel;;individuel;
2024-08-02;Joséphine;;individuel;
2024-08-02;MARANS;x;groupe;MARANS
2024-08-02;Valérie;x;individuel;
2024-08-02;Rémiel;;individuel;
2024-08-02;Pioupioute;;individuel;
2024-08-02;Cunégonde;x;individuel;
2024-08-03;Valérie;;individuel;
2024-08-03;Pioupioute;;individuel;
2024-08-03;Cunégonde;x;individuel;
2024-08-03;Joséphine;;individuel;
2024-08-03;MARANS;1(+1);groupe;MARANS
2024-08-03;Rémiel;;individuel;
2024-08-04;Joséphine;;individuel;
2024-08-04;Rémiel;;individuel;
2024-08-04;Cunégonde;x;individuel;
2024-08-04;Pioupioute;;individuel;
2024-08-04;MARANS;x;groupe;MARANS
2024-08-04;Valérie;x;individuel;
2024-08-05;Rémiel;;individuel;
2024-08-05;Pioupioute;;individuel;
2024-08-05;Valérie;x;individuel;
2024-08-05;Cunégonde;;individuel;
2024-08-05;Joséphine;;individuel;
2024-08-05;MARANS;x;groupe;MARANS
2024-08-06;MARANS;0;groupe;MARANS
2024-08-06;Pioupioute;;individuel;
2024-08-06;Cunégonde;x;individuel;
2024-08-06;Joséphine;;individuel;
2024-08-06;Rémiel;;individuel;
2024-08-06;Valérie;;individuel;
2024-08-07;MARANS;x;groupe;MARANS
2024-08-07;Pioupioute;;individuel;
2024-08-07;Cunégonde;x;individuel;
2024-08-07;Joséphine;;individuel;
2024-08-07;Rémiel;;individuel;
2024-08-07;Valérie;;individuel;
2024-08-08;Pioupioute;;individuel;
2024-08-08;MARANS;0;groupe;MARANS
2024-08-08;Cunégonde;x;individuel;
2024-08-08;Valérie;x;individuel;
2024-08-08;Rémiel;;individuel;
2024-08-08;Joséphine;;individuel;
2024-08-09;Joséphine;;individuel;
2024-08-09;MARANS;abcès;groupe;MARANS
2024-08-09;Cunégonde;;individuel;
2024-08-09;Pioupioute;;individuel;
2024-08-09;Rémiel;;individuel;
2024-08-09;Valérie;;individuel;
2024-08-10;Valérie;x;individuel;
2024-08-10;MARANS;0;groupe;MARANS
2024-08-10;Joséphine;;individuel;
2024-08-10;Cunégonde;x;individuel;
2024-08-10;Pioupioute;;individuel;
2024-08-10;Rémiel;;individuel;
2024-08-11;Rémiel;;individuel;
2024-08-11;MARANS;x ?;groupe;MARANS
2024-08-11;Valérie;;individuel;
2024-08-11;Joséphine;;individuel;
2024-08-11;Cunégonde;x;individuel;
2024-08-11;Pioupioute;;individuel;
2024-08-12;MARANS;0;groupe;MARANS
2024-08-12;Pioupioute;;individuel;
2024-08-12;Cunégonde;couve;individuel;
2024-08-12;Valérie;x;individuel;
2024-08-12;Rémiel;;individuel;
2024-08-12;Joséphine;;individuel;
2024-08-13;MARANS;0;groupe;MARANS
2024-08-13;Cunégonde;;individuel;
2024-08-13;Pioupioute;;individuel;
2024-08-13;Rémiel;;individuel;
2024-08-13;Valérie;;individuel;
2024-08-13;Joséphine;;individuel;
2024-08-14;MARANS;0;groupe;MARANS
2024-08-14;Pioupioute;;individuel;
2024-08-14;Cunégonde;;individuel;
2024-08-14;Valérie;x;individuel;
2024-08-14;Joséphine;;individuel;
2024-08-14;Rémiel;;individuel;
2024-08-15;Pioupioute;;individuel;
2024-08-15;MARANS;0;groupe;MARANS
2024-08-15;Rémiel;;individuel;
2024-08-15;Valérie;x;individuel;
2024-08-15;Joséphine;;individuel;
2024-08-15;Cunégonde;;individuel;
2024-08-16;Joséphine;;individuel;
2024-08-16;Rémiel;;individuel;
2024-08-16;MARANS;0;groupe;MARANS
2024-08-16;Pioupioute;;individuel;
2024-08-16;Cunégonde;;individuel;
2024-08-16;Valérie;;individuel;
2024-08-17;Cunégonde;;individuel;
2024-08-17;Valérie;x;individuel;
2024-08-17;Pioupioute;;individuel;
2024-08-17;MARANS;1(+1);groupe;MARANS
2024-08-17;Joséphine;;individuel;
2024-08-17;Rémiel;;individuel;
2024-08-18;Cunégonde;;individuel;
2024-08-18;Rémiel;;individuel;
2024-08-18;Valérie;x;individuel;
2024-08-18;Joséphine;;individuel;
2024-08-18;MARANS;1;groupe;MARANS
2024-08-18;Pioupioute;;individuel;
2024-08-19;MARANS;0;groupe;MARANS
2024-08-19;Rémiel;;individuel;
2024-08-19;Joséphine;;individuel;
2024-08-19;Cunégonde;;individuel;
2024-08-19;Valérie;;individuel;
2024-08-19;Pioupioute;;individuel;
2024-08-20;Joséphine;;individuel;
2024-08-20;Rémiel;;individuel;
2024-08-20;Pioupioute;;individuel;
2024-08-20;Cunégonde;;individuel;
2024-08-20;Valérie;x;individuel;
2024-08-20;MARANS;x;groupe;MARANS
2024-08-21;Joséphine;;individuel;
2024-08-21;Valérie;x;individuel;
2024-08-21;Pioupioute;;individuel;
2024-08-21;Cunégonde;;individuel;
2024-08-21;Rémiel;;individuel;
2024-08-21;MARANS;0;groupe;MARANS
2024-08-22;Valérie;;individuel;
2024-08-22;Joséphine;;individuel;
2024-08-22;MARANS;x;groupe;MARANS
2024-08-22;Rémiel;;individuel;
2024-08-22;Cunégonde;;individuel;
2024-08-22;Pioupioute;;individuel;
2024-08-23;Joséphine;;individuel;
2024-08-23;Rémiel;;individuel;
2024-08-23;Valérie;x;individuel;
2024-08-23;Cunégonde;;individuel;
2024-08-23;Pioupioute;;individuel;
2024-08-23;MARANS;x;groupe;MARANS
2024-08-24;MARANS;x;groupe;MARANS
2024-08-24;Valérie;;individuel;
2024-08-24;Cunégonde;;individuel;
2024-08-24;Joséphine;;individuel;
2024-08-24;Pioupioute;;individuel;
2024-08-24;Rémiel;;individuel;
2024-08-25;MARANS;x;groupe;MARANS
2024-08-25;Rémiel;;individuel;
2024-08-25;Pioupioute;;individuel;
2024-08-25;Cunégonde;;individuel;
2024-08-25;Joséphine;;individuel;
2024-08-25;Valérie;x;individuel;
2024-08-26;Pioupioute;;individuel;
2024-08-26;Rémiel;;individuel;
2024-08-26;Valérie;;individuel;
2024-08-26;Joséphine;;individuel;
2024-08-26;Cunégonde;;individuel;
2024-08-26;MARANS;0;groupe;MARANS
2024-08-27;MARANS;x;groupe;MARANS
2024-08-27;Rémiel;;individuel;
2024-08-27;Cunégonde;;individuel;
2024-08-27;Pioupioute;;individuel;
2024-08-27;Valérie;x;individuel;
2024-08-27;Joséphine;;individuel;
2024-08-28;Cunégonde;;individuel;
2024-08-28;MARANS;x ?;groupe;MARANS
2024-08-28;Rémiel;;individuel;
2024-08-28;Valérie;x;individuel;
2024-08-28;Pioupioute;;individuel;
2024-08-28;Joséphine;;individuel;
2024-08-29;MARANS;0;groupe;MARANS
2024-08-29;Joséphine;;individuel;
2024-08-29;Pioupioute;;individuel;
2024-08-29;Cunégonde;;individuel;
2024-08-29;Rémiel;;individuel;
2024-08-29;Valérie;;individuel;
2024-08-30;MARANS;0;groupe;MARANS
2024-08-30;Pioupioute;;individuel;
2024-08-30;Cunégonde;;individuel;
2024-08-30;Valérie;x;individuel;
2024-08-30;Joséphine;;individuel;
2024-08-30;Rémiel;;individuel;
2024-08-31;MARANS;x;groupe;MARANS
2024-08-31;Pioupioute;;individuel;
2024-08-31;Rémiel;;individuel;
2024-08-31;Valérie;;individuel;
2024-08-31;Joséphine;;individuel;
2024-08-31;Cunégonde;;individuel;
2024-09-01;Valérie;x;individuel;
2024-09-01;Cunégonde;;individuel;
2024-09-01;MARANS;0;groupe;MARANS
2024-09-01;Joséphine;;individuel;
2024-09-01;Rémiel;;individuel;
2024-09-01;Pioupioute;;individuel;
2024-09-02;Valérie;;individuel;
2024-09-02;Joséphine;;individuel;
2024-09-02;Rémiel;;individuel;
2024-09-02;MARANS;1;groupe;MARANS
2024-09-02;Pioupioute;;individuel;
2024-09-02;Cunégonde;;individuel;
2024-09-03;MARANS;0;groupe;MARANS
2024-09-03;Joséphine;;individuel;
2024-09-03;Cunégonde;;individuel;
2024-09-03;Pioupioute;;individuel;
2024-09-03;Rémiel;;individuel;
2024-09-03;Valérie;x;individuel;
2024-09-04;Rémiel;;individuel;
2024-09-04;Pioupioute;;individuel;
2024-09-04;Valérie;x;individuel;
2024-09-04;MARANS;0;groupe;MARANS
2024-09-04;Joséphine;;individuel;
2024-09-04;Cunégonde;;individuel;
2024-09-05;Joséphine;;individuel;
2024-09-05;Cunégonde;;individuel;
2024-09-05;Valérie;;individuel;
2024-09-05;Pioupioute;;individuel;
2024-09-05;MARANS;0;groupe;MARANS
2024-09-05;Rémiel;;individuel;
2024-09-06;Rémiel;;individuel;
2024-09-06;Cunégonde;;individuel;
2024-09-06;Joséphine;;individuel;
2024-09-06;Pioupioute;;individuel;
2024-09-06;MARANS;0;groupe;MARANS
2024-09-06;Valérie;x;individuel;
2024-09-07;MARANS;0;groupe;MARANS
2024-09-07;Valérie;;individuel;
2024-09-07;Cunégonde;;individuel;
2024-09-07;Rémiel;;individuel;
2024-09-07;Pioupioute;;individuel;
2024-09-07;Joséphine;;individuel;
2024-09-08;Rémiel;;individuel;
2024-09-08;Joséphine;;individuel;
2024-09-08;Cunégonde;;individuel;
2024-09-08;Pioupioute;;individuel;
2024-09-08;Valérie;x;individuel;
2024-09-08;MARANS;0;groupe;MARANS
2024-09-09;MARANS;0;groupe;MARANS
2024-09-09;Valérie;;individuel;
2024-09-09;Rémiel;;individuel;
2024-09-09;Pioupioute;;individuel;
2024-09-09;Cunégonde;;individuel;
2024-09-09;Joséphine;;individuel;
2024-09-10;Joséphine;;individuel;
2024-09-10;Pioupioute;;individuel;
2024-09-10;Rémiel;;individuel;
2024-09-10;Cunégonde;;individuel;
2024-09-10;Valérie;x;individuel;
2024-09-10;MARANS;0;groupe;MARANS
2024-09-11;Cunégonde;;individuel;
2024-09-11;Joséphine;;individuel;
2024-09-11;Pioupioute;;individuel;
2024-09-11;Valérie;;individuel;
2024-09-11;MARANS;0;groupe;MARANS
2024-09-11;Rémiel;;individuel;
2024-09-12;Valérie;x;individuel;
2024-09-12;Rémiel;;individuel;
2024-09-12;Joséphine;;individuel;
2024-09-12;Cunégonde;;individuel;
2024-09-12;MARANS;0;groupe;MARANS
2024-09-12;Pioupioute;;individuel;
2024-09-13;MARANS;0;groupe;MARANS
2024-09-13;Rémiel;;individuel;
2024-09-13;Cunégonde;;individuel;
2024-09-13;Joséphine;;individuel;
2024-09-13;Valérie;;individuel;
2024-09-13;Pioupioute;;individuel;
2024-09-14;Rémiel;;individuel;
2024-09-14;MARANS;0;groupe;MARANS
2024-09-14;Valérie;x;individuel;
2024-09-14;Cunégonde;;individuel;
2024-09-14;Joséphine;;individuel;
2024-09-14;Pioupioute;;individuel;
2024-09-15;Cunégonde;;individuel;
2024-09-15;Rémiel;;individuel;
2024-09-15;Valérie;;individuel;
2024-09-15;Pioupioute;;individuel;
2024-09-15;Joséphine;;individuel;
2024-09-15;MARANS;0;groupe;MARANS
2024-09-16;MARANS;0;groupe;MARANS
2024-09-16;Valérie;x;individuel;
2024-09-16;Pioupioute;;individuel;
2024-09-16;Joséphine;;individuel;
2024-09-16;Cunégonde;;individuel;
2024-09-16;Rémiel;;individuel;
2024-09-17;MARANS;0;groupe;MARANS
2024-09-17;Joséphine;;individuel;
2024-09-17;Rémiel;;individuel;
2024-09-17;Valérie;;individuel;
2024-09-17;Pioupioute;;individuel;
2024-09-17;Cunégonde;;individuel;
2024-09-18;MARANS;0;groupe;MARANS
2024-09-18;Cunégonde;;individuel;
2024-09-18;Rémiel;;individuel;
2024-09-18;Valérie;x;individuel;
2024-09-18;Joséphine;;individuel;
2024-09-18;Pioupioute;;individuel;
2024-09-19;Pioupioute;;individuel;
2024-09-19;MARANS;0;groupe;MARANS
2024-09-19;Rémiel;;individuel;
2024-09-19;Joséphine;;individuel;
2024-09-19;Cunégonde;;individuel;
2024-09-19;Valérie;;individuel;
2024-09-20;Cunégonde;;individuel;
2024-09-20;Valérie;x;individuel;
2024-09-20;Pioupioute;;individuel;
2024-09-20;Joséphine;;individuel;
2024-09-20;MARANS;0;groupe;MARANS
2024-09-20;Rémiel;;individuel;
2024-09-21;Valérie;;individuel;
2024-09-21;Rémiel;;individuel;
2024-09-21;Joséphine;;individuel;
2024-09-21;Pioupioute;;individuel;
2024-09-21;Cunégonde;;individuel;
2024-09-21;MARANS;0;groupe;MARANS
2024-09-22;MARANS;0;groupe;MARANS
2024-09-22;Pioupioute;;individuel;
2024-09-22;Cunégonde;;individuel;
2024-09-22;Valérie;;individuel;
2024-09-22;Joséphine;;individuel;
2024-09-22;Rémiel;;individuel;
2024-09-23;MARANS;0;groupe;MARANS
2024-09-23;Pioupioute;;individuel;
2024-09-23;Rémiel;;individuel;
2024-09-23;Cunégonde;;individuel;
2024-09-23;Valérie;x;individuel;
2024-09-23;Joséphine;;individuel;
2024-09-24;Pioupioute;;individuel;
2024-09-24;Rémiel;;individuel;
2024-09-24;Joséphine;;individuel;
2024-09-24;Cunégonde;;individuel;
2024-09-24;MARANS;0;groupe;MARANS
2024-09-24;Valérie;;individuel;
2024-09-25;MARANS;0;groupe;MARANS
2024-09-25;Valérie;;individuel;
2024-09-25;Pioupioute;;individuel;
2024-09-25;Rémiel;;individuel;
2024-09-25;Joséphine;;individuel;
2024-09-25;Cunégonde;;individuel;
2024-09-26;MARANS;0;groupe;MARANS
2024-09-26;Valérie;;individuel;
