Date;Poule_brute;Ponte_brute
2025-01-24;Valérie;
2025-01-24;Cunégonde;
2025-01-24;Marans;
2025-01-24;Rémiel;
2025-01-25;Pioupioute;
2025-01-25;Marans;x
2025-01-25;Rémiel;
2025-01-25;Cunégonde;x
2025-01-25;Valérie;
2025-01-25;Joséphine;
2025-01-26;Marans;
2025-01-26;Cunégonde;
2025-01-26;Joséphine;
2025-01-26;Pioupioute;
2025-01-26;Rémiel;veut pondre
2025-01-26;Valérie;
2025-01-27;Rémiel;
2025-01-27;Valérie;
2025-01-27;Cunégonde;x
2025-01-27;Marans;x
2025-01-27;Joséphine;
2025-01-27;Pioupioute;
2025-01-28;Joséphine;
2025-01-28;Pioupioute;
2025-01-28;Cunégonde;
2025-01-28;Valérie;
2025-01-28;Rémiel;
2025-01-28;Marans;
2025-01-29;Cunégonde;x
2025-01-29;Pioupioute;
2025-01-29;Marans;x
2025-01-29;Joséphine;
2025-01-29;Rémiel;
2025-01-29;Valérie;
2025-01-30;Rémiel;
2025-01-30;Cunégonde;x
2025-01-30;Marans;
2025-01-30;Pioupioute;
2025-01-30;Joséphine;
2025-01-30;Valérie;
2025-01-31;Cunégonde;
2025-01-31;Joséphine;
2025-01-31;Marans;x
2025-01-31;Pioupioute;
2025-01-31;Valérie;
2025-01-31;Rémiel;
2025-02-01;Joséphine;
2025-02-01;Marans;
2025-02-01;Pioupioute;
2025-02-01;Cunégonde;x
2025-02-01;Valérie;
2025-02-01;Rémiel;
2025-02-02;Rémiel;
2025-02-02;Joséphine;
2025-02-02;Valérie;
2025-02-02;Marans;x
2025-02-02;Pioupioute;
2025-02-02;Cunégonde;x
2025-02-03;Marans;
2025-02-03;Valérie;
2025-02-03;Cunégonde;
2025-02-03;Rémiel;
2025-02-03;Joséphine;
2025-02-03;Pioupioute;
2025-02-04;Marans;x
2025-02-04;Joséphine;
2025-02-04;Rémiel;
2025-02-04;Pioupioute;
2025-02-04;Valérie;
2025-02-04;Cunégonde;x
2025-02-05;Pioupioute;
2025-02-05;Valérie;
2025-02-05;Joséphine;
2025-02-05;Marans;
2025-02-05;Cunégonde;x
2025-02-05;Rémiel;
2025-02-06;Pioupioute;
2025-02-06;Valérie;
2025-02-06;Marans;x
2025-02-06;Joséphine;
2025-02-06;Cunégonde;
2025-02-06;Rémiel;
2025-02-07;Marans;
2025-02-07;Valérie;
2025-02-07;Joséphine;
2025-02-07;Cunégonde;x
2025-02-07;Pioupioute;
2025-02-07;Rémiel;
2025-02-08;Valérie;
2025-02-08;Rémiel;
2025-02-08;Marans;x
2025-02-08;Joséphine;
2025-02-08;Cunégonde;
2025-02-08;Pioupioute;
2025-02-09;Cunégonde;x
2025-02-09;Pioupioute;
2025-02-09;Rémiel;
2025-02-09;Valérie;
2025-02-09;Joséphine;
2025-02-09;Marans;
2025-02-10;Valérie;
2025-02-10;Marans;x
2025-02-10;Rémiel;
2025-02-10;Joséphine;
2025-02-10;Pioupioute;
2025-02-10;Cunégonde;x
2025-02-11;Cunégonde;
2025-02-11;Rémiel;
2025-02-11;Joséphine;
2025-02-11;Pioupioute;
2025-02-11;Marans;
2025-02-11;Valérie;
2025-02-12;Cunégonde;x
2025-02-12;Valérie;x 
2025-02-12;Joséphine;
2025-02-12;Marans;x
2025-02-12;Rémiel;
2025-02-12;Pioupioute;
2025-02-13;Pioupioute;
2025-02-13;Cunégonde;x
2025-02-13;Marans;
2025-02-13;Rémiel;
2025-02-13;Joséphine;
2025-02-13;Valérie;
2025-02-14;Marans;x
2025-02-14;Valérie;x 
2025-02-14;Cunégonde;
2025-02-14;Pioupioute;
2025-02-14;Rémiel;
2025-02-14;Joséphine;
2025-02-15;Valérie;
2025-02-15;Cunégonde;x
2025-02-15;Pioupioute;
2025-02-15;Joséphine;
2025-02-15;Rémiel;
2025-02-15;Marans;x
2025-02-16;Pioupioute;
2025-02-16;Cunégonde;x
2025-02-16;Rémiel;
2025-02-16;Valérie;x 
2025-02-16;Joséphine;
2025-02-16;Marans;
2025-02-17;Cunégonde;
2025-02-17;Pioupioute;
2025-02-17;Joséphine;
2025-02-17;Rémiel;
2025-02-17;Valérie;
2025-02-17;Marans;xx
2025-02-18;Cunégonde;x
2025-02-18;Pioupioute;
2025-02-18;Marans;
2025-02-18;Joséphine;
2025-02-18;Rémiel;
2025-02-18;Valérie;
2025-02-19;Valérie;
2025-02-19;Pioupioute;
2025-02-19;Cunégonde;x
2025-02-19;Joséphine;
2025-02-19;Rémiel;
2025-02-19;Marans;x(a)
2025-02-20;Marans;x(t)
2025-02-20;Cunégonde;
2025-02-20;Pioupioute;
2025-02-20;Rémiel;
2025-02-20;Joséphine;
2025-02-20;Valérie;
2025-02-21;Joséphine;
2025-02-21;Valérie;
2025-02-21;Pioupioute;
2025-02-21;Marans;x(a)
2025-02-21;Cunégonde;x
2025-02-21;Rémiel;
2025-02-22;Pioupioute;
2025-02-22;Rémiel;
2025-02-22;Joséphine;
2025-02-22;Cunégonde;x
2025-02-22;Marans;x(t)
2025-02-22;Valérie;
2025-02-23;Rémiel;
2025-02-23;Joséphine;
2025-02-23;Pioupioute;
2025-02-23;Valérie;
2025-02-23;Cunégonde;
2025-02-23;Marans;x(a)
2025-02-24;Marans;x(n)x(t)
2025-02-24;Pioupioute;
2025-02-24;Joséphine;
2025-02-24;Rémiel;veut pondre
2025-02-24;Cunégonde;x
2025-02-24;Valérie;
2025-02-25;Valérie;
2025-02-25;Marans;xx(n)
2025-02-25;Joséphine;
2025-02-25;Rémiel;
2025-02-25;Cunégonde;x
2025-02-25;Pioupioute;
2025-02-26;Valérie;x 
2025-02-26;Marans;x
2025-02-26;Cunégonde;
2025-02-26;Joséphine;
2025-02-26;Pioupioute;
2025-02-26;Rémiel;
2025-02-27;Pioupioute;
2025-02-27;Cunégonde;x
2025-02-27;Marans;xx(n)
2025-02-27;Joséphine;
2025-02-27;Valérie;
2025-02-27;Rémiel;
2025-02-28;Joséphine;
2025-02-28;Cunégonde;x
2025-02-28;Marans;xxx
2025-02-28;Valérie;x 
2025-02-28;Rémiel;
2025-02-28;Pioupioute;
2025-03-01;Cunégonde;
2025-03-01;Marans;
2025-03-01;Rémiel;
2025-03-01;Valérie;
2025-03-01;Joséphine;
2025-03-01;Pioupioute;
2025-03-02;Cunégonde;x
2025-03-02;Valérie;x 
2025-03-02;Marans;xxx
2025-03-02;Rémiel;
2025-03-02;Joséphine;
2025-03-02;Pioupioute;
2025-03-03;Joséphine;
2025-03-03;Pioupioute;
2025-03-03;Cunégonde;x
2025-03-03;Rémiel;
2025-03-03;Valérie;x 
2025-03-03;Marans;
2025-03-04;Valérie;
2025-03-04;Joséphine;
2025-03-04;Marans;xxx
2025-03-04;Cunégonde;
2025-03-04;Pioupioute;
2025-03-04;Rémiel;
2025-03-05;Valérie;
2025-03-05;Pioupioute;
2025-03-05;Marans;
2025-03-05;Rémiel;
2025-03-05;Cunégonde;x
2025-03-05;Joséphine;
2025-03-06;Rémiel;
2025-03-06;Marans;xx
2025-03-06;Cunégonde;x?
2025-03-06;Valérie;
2025-03-06;Pioupioute;
2025-03-06;Joséphine;
2025-03-07;Marans;x(n) 
2025-03-07;Cunégonde;x
2025-03-07;Valérie;
2025-03-07;Pioupioute;
2025-03-07;Rémiel;
2025-03-07;Joséphine;
2025-03-08;Valérie;x 
2025-03-08;Joséphine;
2025-03-08;Pioupioute;
2025-03-08;Rémiel;
2025-03-08;Marans;x(t)x(a)
2025-03-08;Cunégonde;x
2025-03-09;Rémiel;
2025-03-09;Pioupioute;
2025-03-09;Joséphine;
2025-03-09;Valérie;x 
2025-03-09;Marans;x(n)
2025-03-09;Cunégonde;
2025-03-10;Joséphine;
2025-03-10;Marans;x(a)x(t)
2025-03-10;Valérie;
2025-03-10;Rémiel;
2025-03-10;Pioupioute;
2025-03-10;Cunégonde;x
2025-03-11;Joséphine;
2025-03-11;Valérie;x 
2025-03-11;Marans;x(n)
2025-03-11;Pioupioute;
2025-03-11;Rémiel;
2025-03-11;Cunégonde;x
2025-03-12;Marans;x(t)x(a)
2025-03-12;Cunégonde;
2025-03-12;Pioupioute;
2025-03-12;Valérie;
2025-03-12;Joséphine;
2025-03-12;Rémiel;
2025-03-13;Marans;x(n)
2025-03-13;Rémiel;
2025-03-13;Valérie;
2025-03-13;Pioupioute;
2025-03-13;Joséphine;
2025-03-13;Cunégonde;x
2025-03-14;Pioupioute;
2025-03-14;Joséphine;
2025-03-14;Rémiel;
2025-03-14;Marans;x(n)x(a)
2025-03-14;Valérie;x 
2025-03-14;Cunégonde;x
2025-03-15;Pioupioute;
2025-03-15;Joséphine;
2025-03-15;Rémiel;
2025-03-15;Cunégonde;
2025-03-15;Valérie;
2025-03-15;Marans;
2025-03-16;Valérie;x 
2025-03-16;Marans;x(n)x(a)
2025-03-16;Rémiel;
2025-03-16;Joséphine;
2025-03-16;Cunégonde;x
2025-03-16;Pioupioute;
2025-03-17;Cunégonde;x
2025-03-17;Rémiel;
2025-03-17;Joséphine;
2025-03-17;Marans;
2025-03-17;Pioupioute;
2025-03-17;Valérie;x 
2025-03-18;Marans;x(n)x(a)
2025-03-18;Cunégonde;
2025-03-18;Rémiel;
2025-03-18;Pioupioute;
2025-03-18;Valérie;
2025-03-18;Joséphine;
2025-03-19;Valérie;x 
2025-03-19;Rémiel;
2025-03-19;Cunégonde;x
2025-03-19;Pioupioute;
2025-03-19;Joséphine;
2025-03-19;Marans;
2025-03-20;Cunégonde;x
2025-03-20;Marans;x(n)x(a)
2025-03-20;Valérie;
2025-03-20;Pioupioute;
2025-03-20;Joséphine;
2025-03-20;Rémiel;
2025-03-21;Pioupioute;
2025-03-21;Rémiel;
2025-03-21;Marans;
2025-03-21;Cunégonde;x
2025-03-21;Valérie;x 
2025-03-21;Joséphine;
2025-03-22;Valérie;
2025-03-22;Rémiel;
2025-03-22;Pioupioute;
2025-03-22;Marans;
2025-03-22;Joséphine;
2025-03-22;Cunégonde;x
2025-03-23;Pioupioute;
2025-03-23;Joséphine;
2025-03-23;Rémiel;
2025-03-23;Valérie;
2025-03-23;Marans;
2025-03-23;Cunégonde;
2025-03-24;Cunégonde;x
2025-03-24;Valérie;
2025-03-24;Marans;x(n)x(a)
2025-03-24;Pioupioute;
2025-03-24;Rémiel;
2025-03-24;Joséphine;
2025-03-25;Joséphine;malade
2025-03-25;Rémiel;
2025-03-25;Valérie;x 
2025-03-25;Cunégonde;
2025-03-25;Pioupioute;
2025-03-25;Marans;
2025-03-26;Joséphine;
2025-03-26;Cunégonde;
2025-03-26;Rémiel;
2025-03-26;Marans;x(n)x(a)
2025-03-26;Valérie;
2025-03-26;Pioupioute;
2025-03-27;Marans;x(n)
2025-03-27;Joséphine;
2025-03-27;Rémiel;
2025-03-27;Cunégonde;x
2025-03-27;Valérie;x 
2025-03-27;Pioupioute;
2025-03-28;Pioupioute;
2025-03-28;Valérie;
2025-03-28;Rémiel;
2025-03-28;Cunégonde;
2025-03-28;Marans;
2025-03-28;Joséphine;
2025-03-29;Marans;
2025-03-29;Joséphine;
2025-03-29;Pioupioute;
2025-03-29;Rémiel;malade
2025-03-29;Valérie;
2025-03-29;Cunégonde;
2025-03-30;Cunégonde;x
2025-03-30;Valérie;
2025-03-30;Pioupioute;
2025-03-30;Rémiel;
2025-03-30;Marans;x(a)x(n)
2025-03-30;Joséphine;
2025-03-31;Cunégonde;x
2025-03-31;Pioupioute;
2025-03-31;Rémiel;
2025-03-31;Marans;x(t)
2025-03-31;Valérie;
2025-03-31;Joséphine;
2025-04-01;Valérie;
2025-04-01;Pioupioute;
2025-04-01;Marans;x(a)x(n)
2025-04-01;Rémiel;dcd
2025-04-01;Cunégonde;
2025-04-01;Joséphine;dcd
2025-04-02;Cunégonde;x
2025-04-02;Valérie;
2025-04-02;Rémiel;
2025-04-02;Joséphine;
2025-04-02;Pioupioute;
2025-04-02;Marans;x(n)
2025-04-03;Joséphine;
2025-04-03;Marans;x(a)x(t)
2025-04-03;Cunégonde;x
2025-04-03;Valérie;
2025-04-03;Rémiel;
2025-04-03;Pioupioute;
2025-04-04;Joséphine;
2025-04-04;Valérie;x 
2025-04-04;Cunégonde;x
2025-04-04;Pioupioute;
2025-04-04;Rémiel;
2025-04-04;Marans;x(a)x(n)
2025-04-05;Rémiel;
2025-04-05;Valérie;
2025-04-05;Joséphine;
2025-04-05;Marans;
2025-04-05;Cunégonde;
2025-04-05;Pioupioute;
2025-04-06;Valérie;
2025-04-06;Pioupioute;
2025-04-06;Cunégonde;x
2025-04-06;Joséphine;
2025-04-06;Marans;x(t)x(a)
2025-04-06;Rémiel;
2025-04-07;Pioupioute;
2025-04-07;Marans;x(n)x(t)
2025-04-07;Joséphine;
2025-04-07;Cunégonde;x
2025-04-07;Valérie;x 
2025-04-07;Rémiel;
2025-04-08;Valérie;x 
2025-04-08;Rémiel;
2025-04-08;Pioupioute;
2025-04-08;Joséphine;
2025-04-08;Cunégonde;x
2025-04-08;Marans;x(a)
2025-04-09;Marans;x(t)
2025-04-09;Rémiel;
2025-04-09;Pioupioute;
2025-04-09;Joséphine;
2025-04-09;Cunégonde;x
2025-04-09;Valérie;x 
2025-04-10;Marans;xxx
2025-04-10;Rémiel;
2025-04-10;Cunégonde;
2025-04-10;Valérie;
2025-04-10;Pioupioute;
2025-04-10;Joséphine;
2025-04-11;Rémiel;
2025-04-11;Pioupioute;
2025-04-11;Marans;
2025-04-11;Joséphine;
2025-04-11;Cunégonde;x
2025-04-11;Valérie;x 
2025-04-12;Pioupioute;
2025-04-12;Marans;xxx
2025-04-12;Joséphine;
2025-04-12;Cunégonde;x
2025-04-12;Valérie;
2025-04-12;Rémiel;
2025-04-13;Pioupioute;
2025-04-13;Cunégonde;x
2025-04-13;Joséphine;
2025-04-13;Valérie;x 
2025-04-13;Marans;x(a)x(t)
2025-04-13;Rémiel;
2025-04-14;Cunégonde;
2025-04-14;Pioupioute;
2025-04-14;Marans;xxx
2025-04-14;Valérie;x 
2025-04-14;Rémiel;
2025-04-14;Joséphine;
2025-04-15;Rémiel;
2025-04-15;Cunégonde;x
2025-04-15;Joséphine;
2025-04-15;Pioupioute;
2025-04-15;Valérie;x 
2025-04-15;Marans;x(a)x(n)
2025-04-16;Pioupioute;
2025-04-16;Marans;x(t)
2025-04-16;Cunégonde;x
2025-04-16;Valérie;
2025-04-16;Rémiel;
2025-04-16;Joséphine;
2025-04-17;Pioupioute;
2025-04-17;Joséphine;
2025-04-17;Cunégonde;x
2025-04-17;Marans;xxx
2025-04-17;Valérie;x 
2025-04-17;Rémiel;
2025-04-18;Valérie;x 
2025-04-18;Joséphine;
2025-04-18;Cunégonde;
2025-04-18;Marans;x(t)x(n)
2025-04-18;Pioupioute;
2025-04-18;Rémiel;
2025-04-19;Marans;
2025-04-19;Joséphine;
2025-04-19;Valérie;
2025-04-19;Pioupioute;
2025-04-19;Rémiel;
2025-04-19;Cunégonde;x
2025-04-20;Valérie;x 
2025-04-20;Pioupioute;
2025-04-20;Rémiel;
2025-04-20;Cunégonde;x
2025-04-20;Marans;x(t)xxx(a)
2025-04-20;Joséphine;
2025-04-21;Cunégonde;x
2025-04-21;Valérie;x 
2025-04-21;Rémiel;
2025-04-21;Pioupioute;
2025-04-21;Marans;x(t)
2025-04-21;Joséphine;
2025-04-22;Rémiel;
2025-04-22;Pioupioute;
2025-04-22;Cunégonde;
2025-04-22;Joséphine;
2025-04-22;Marans;x(a)x(n)
2025-04-22;Valérie;x 
2025-04-23;Valérie;
2025-04-23;Pioupioute;
2025-04-23;Marans;x(t)x(n)
2025-04-23;Rémiel;
2025-04-23;Cunégonde;x
2025-04-23;Joséphine;
2025-04-24;Marans;x(a)x(t)
2025-04-24;Rémiel;
2025-04-24;Pioupioute;
2025-04-24;Cunégonde;x
2025-04-24;Joséphine;
2025-04-24;Valérie;x 
2025-04-25;Cunégonde;x
2025-04-25;Rémiel;
2025-04-25;Pioupioute;
2025-04-25;Marans;x(n)
2025-04-25;Joséphine;
2025-04-25;Valérie;x 
2025-04-26;Marans;x(t)
2025-04-26;Valérie;x 
2025-04-26;Joséphine;
2025-04-26;Pioupioute;
2025-04-26;Cunégonde;x
2025-04-26;Rémiel;
2025-04-27;Valérie;x 
2025-04-27;Joséphine;
2025-04-27;Pioupioute;
2025-04-27;Marans;x(t)x(n)
2025-04-27;Cunégonde;x
2025-04-27;Rémiel;
2025-04-28;Cunégonde;
2025-04-28;Marans;xxx
2025-04-28;Rémiel;
2025-04-28;Pioupioute;
2025-04-28;Valérie;
2025-04-28;Joséphine;
2025-04-29;Cunégonde;x
2025-04-29;Valérie;x(obus)
2025-04-29;Marans;x(a)
2025-04-29;Rémiel;
2025-04-29;Joséphine;
2025-04-29;Pioupioute;
2025-04-30;Valérie;
2025-04-30;Marans;x(t)x(n)
2025-04-30;Rémiel;
2025-04-30;Joséphine;
2025-04-30;Pioupioute;
2025-04-30;Cunégonde;x
2025-05-01;Valérie;x
2025-05-01;Cunégonde;x
2025-05-01;Pioupioute;
2025-05-01;Joséphine;
2025-05-01;Marans;x(a)x(t)
2025-05-01;Rémiel;
2025-05-02;Marans;x(n)
2025-05-02;Valérie;x
2025-05-02;Pioupioute;
2025-05-02;Cunégonde;
2025-05-02;Joséphine;
2025-05-02;Rémiel;
2025-05-03;Valérie;
2025-05-03;Cunégonde;x
2025-05-03;Marans;x(a)x(n)
2025-05-03;Rémiel;
2025-05-03;Joséphine;
2025-05-03;Pioupioute;
2025-05-04;Rémiel;
2025-05-04;Joséphine;
2025-05-04;Marans;x(t)
2025-05-04;Valérie;x
2025-05-04;Cunégonde;x
2025-05-04;Pioupioute;
2025-05-05;Cunégonde;x
2025-05-05;Joséphine;
2025-05-05;Valérie;x
2025-05-05;Rémiel;
2025-05-05;Marans;xxx
2025-05-05;Pioupioute;
2025-05-06;Joséphine;
2025-05-06;Rémiel;
2025-05-06;Pioupioute;
2025-05-06;Cunégonde;
2025-05-06;Marans;
2025-05-06;Valérie;
2025-05-07;Valérie;x
2025-05-07;Rémiel;
2025-05-07;Cunégonde;x
2025-05-07;Pioupioute;
2025-05-07;Joséphine;
2025-05-07;Marans;x(t)x
2025-05-08;Cunégonde;x
2025-05-08;Pioupioute;
2025-05-08;Valérie;x
2025-05-08;Rémiel;
2025-05-08;Marans;xxx
2025-05-08;Joséphine;
2025-05-09;Cunégonde;x
2025-05-09;Pioupioute;
2025-05-09;Valérie;x
2025-05-09;Joséphine;
2025-05-09;Rémiel;
2025-05-09;Marans;x(n)
2025-05-10;Valérie;
2025-05-10;Marans;x(t)x(a)
2025-05-10;Cunégonde;
2025-05-10;Rémiel;
2025-05-10;Pioupioute;
2025-05-10;Joséphine;
2025-05-11;Marans;xxx
2025-05-11;Pioupioute;
2025-05-11;Joséphine;
2025-05-11;Valérie;x
2025-05-11;Cunégonde;x
2025-05-11;Rémiel;
2025-05-12;Marans;x(t)
2025-05-12;Valérie;
2025-05-12;Cunégonde;
2025-05-12;Joséphine;
2025-05-12;Pioupioute;
2025-05-12;Rémiel;
2025-05-13;Marans;x(n)
2025-05-13;Valérie;x
2025-05-13;Joséphine;
2025-05-13;Cunégonde;
2025-05-13;Rémiel;
2025-05-13;Pioupioute;
2025-05-14;Marans;xxx
2025-05-14;Joséphine;
2025-05-14;Rémiel;
2025-05-14;Cunégonde;x
2025-05-14;Valérie;x
2025-05-14;Pioupioute;
2025-05-15;Rémiel;
2025-05-15;Pioupioute;
2025-05-15;Cunégonde;x
2025-05-15;Joséphine;
2025-05-15;Marans;x(t)
2025-05-15;Valérie;
2025-05-16;Joséphine;
2025-05-16;Marans;x(n)x(a)
2025-05-16;Rémiel;
2025-05-16;Valérie;x
2025-05-16;Pioupioute;
2025-05-16;Cunégonde;x
2025-05-17;Marans;x(n)x(t)
2025-05-17;Pioupioute;
2025-05-17;Cunégonde;x
2025-05-17;Joséphine;
2025-05-17;Rémiel;
2025-05-17;Valérie;x
2025-05-18;Joséphine;
2025-05-18;Cunégonde;
2025-05-18;Valérie;
2025-05-18;Marans;x(a)
2025-05-18;Rémiel;
2025-05-18;Pioupioute;
2025-05-19;Rémiel;
2025-05-19;Joséphine;
2025-05-19;Cunégonde;x
2025-05-19;Pioupioute;
2025-05-19;Valérie;x
2025-05-19;Marans;x(n)
2025-05-20;Marans;xxx
2025-05-20;Joséphine;
2025-05-20;Pioupioute;
2025-05-20;Rémiel;
2025-05-20;Cunégonde;x
2025-05-20;Valérie;x
2025-05-21;Marans;x(a)
2025-05-21;Joséphine;
2025-05-21;Rémiel;
2025-05-21;Pioupioute;
2025-05-21;Valérie;
2025-05-21;Cunégonde;x
2025-05-22;Joséphine;
2025-05-22;Rémiel;
2025-05-22;Cunégonde;
2025-05-22;Pioupioute;
2025-05-22;Marans;x(t)x(n)
2025-05-22;Valérie;x
2025-05-23;Pioupioute;
2025-05-23;Marans;xxx
2025-05-23;Cunégonde;x
2025-05-23;Joséphine;
2025-05-23;Rémiel;
2025-05-23;Valérie;x
2025-05-24;Marans;
2025-05-24;Cunégonde;x
2025-05-24;Pioupioute;
2025-05-24;Valérie;x
2025-05-24;Joséphine;
2025-05-24;Rémiel;
2025-05-25;Pioupioute;
2025-05-25;Valérie;
2025-05-25;Marans;xxx
2025-05-25;Joséphine;
2025-05-25;Rémiel;
2025-05-25;Cunégonde;x
2025-05-26;Cunégonde;
2025-05-26;Marans;x(a)
2025-05-26;Rémiel;
2025-05-26;Valérie;x
2025-05-26;Pioupioute;
2025-05-26;Joséphine;
2025-05-27;Valérie;x
2025-05-27;Rémiel;
2025-05-27;Marans;x(t)x(n)
2025-05-27;Joséphine;
2025-05-27;Pioupioute;
2025-05-27;Cunégonde;x
2025-05-28;Pioupioute;
2025-05-28;Valérie;
2025-05-28;Cunégonde;x
2025-05-28;Rémiel;
2025-05-28;Marans;x(a)x(n)
2025-05-28;Joséphine;
2025-05-29;Joséphine;
2025-05-29;Rémiel;
2025-05-29;Marans;x(t)
2025-05-29;Pioupioute;
2025-05-29;Valérie;x
2025-05-29;Cunégonde;x
2025-05-30;Pioupioute;
2025-05-30;Marans;x(a)x(n)
2025-05-30;Valérie;
2025-05-30;Rémiel;
2025-05-30;Joséphine;
2025-05-30;Cunégonde;
2025-05-31;Pioupioute;
2025-05-31;Valérie;pb ponte
2025-05-31;Rémiel;
2025-05-31;Cunégonde;x
2025-05-31;Marans;x(t)
2025-05-31;Joséphine;
2025-06-01;Joséphine;
2025-06-01;Pioupioute;
2025-06-01;Marans;x(t)x(a)
2025-06-01;Cunégonde;
2025-06-01;Rémiel;
2025-06-01;Valérie;x
2025-06-02;Pioupioute;
2025-06-02;Rémiel;
2025-06-02;Valérie;
2025-06-02;Cunégonde;x
2025-06-02;Marans;x(n)
2025-06-02;Joséphine;
2025-06-03;Marans;x(t)x(a)
2025-06-03;Pioupioute;
2025-06-03;Rémiel;
2025-06-03;Cunégonde;x
2025-06-03;Valérie;x
2025-06-03;Joséphine;
2025-06-04;Marans;x(t)
2025-06-04;Rémiel;
2025-06-04;Cunégonde;
2025-06-04;Joséphine;
2025-06-04;Valérie;x
2025-06-04;Pioupioute;
2025-06-05;Pioupioute;
2025-06-05;Joséphine;
2025-06-05;Marans;x(a)x(n)
2025-06-05;Cunégonde;x
2025-06-05;Rémiel;
2025-06-05;Valérie;
2025-06-06;Marans;xxx
2025-06-06;Pioupioute;
2025-06-06;Valérie;x
2025-06-06;Cunégonde;x
2025-06-06;Joséphine;
2025-06-06;Rémiel;
2025-06-07;Valérie;x
2025-06-07;Joséphine;
2025-06-07;Pioupioute;
2025-06-07;Marans;x(t)
2025-06-07;Rémiel;
2025-06-07;Cunégonde;x
2025-06-08;Rémiel;
2025-06-08;Pioupioute;
2025-06-08;Marans;x(a)x(n)
2025-06-08;Joséphine;
2025-06-08;Valérie;
2025-06-08;Cunégonde;x
2025-06-09;Cunégonde;
2025-06-09;Pioupioute;
2025-06-09;Valérie;
2025-06-09;Joséphine;
2025-06-09;Marans;x(t)
2025-06-09;Rémiel;
2025-06-10;Cunégonde;x
2025-06-10;Joséphine;
2025-06-10;Valérie;x
2025-06-10;Rémiel;
2025-06-10;Pioupioute;
2025-06-10;Marans;xxx
2025-06-11;Joséphine;
2025-06-11;Cunégonde;x
2025-06-11;Valérie;x
2025-06-11;Rémiel;
2025-06-11;Pioupioute;
2025-06-11;Marans;x(t)
2025-06-12;Cunégonde;x
2025-06-12;Pioupioute;
2025-06-12;Marans;x(a)x(n)
2025-06-12;Valérie;
2025-06-12;Rémiel;
2025-06-12;Joséphine;
2025-06-13;Joséphine;
2025-06-13;Valérie;x
2025-06-13;Pioupioute;
2025-06-13;Marans;x(t)x(n)
2025-06-13;Cunégonde;
2025-06-13;Rémiel;
2025-06-14;Valérie;
2025-06-14;Cunégonde;x(cassé)x
2025-06-14;Joséphine;
2025-06-14;Marans;x(a)x(t)
2025-06-14;Pioupioute;
2025-06-14;Rémiel;
2025-06-15;Joséphine;
2025-06-15;Cunégonde;
2025-06-15;Marans;x(n)
2025-06-15;Pioupioute;
2025-06-15;Valérie;x
2025-06-15;Rémiel;
2025-06-16;Rémiel;
2025-06-16;Joséphine;
2025-06-16;Cunégonde;x(double)
2025-06-16;Marans;
2025-06-16;Valérie;
2025-06-16;Pioupioute;
2025-06-17;Pioupioute;
2025-06-17;Cunégonde;
2025-06-17;Marans;x(t)
2025-06-17;Joséphine;
2025-06-17;Valérie;x
2025-06-17;Rémiel;
2025-06-18;Valérie;
2025-06-18;Rémiel;
2025-06-18;Cunégonde;x
2025-06-18;Joséphine;
2025-06-18;Pioupioute;
2025-06-18;Marans;x(n)
2025-06-19;Cunégonde;
2025-06-19;Marans;x(n)x(t)
2025-06-19;Rémiel;
2025-06-19;Valérie;x
2025-06-19;Joséphine;
2025-06-19;Pioupioute;
2025-06-20;Pioupioute;
2025-06-20;Rémiel;
2025-06-20;Joséphine;
2025-06-20;Valérie;x
2025-06-20;Marans;x(t)c x(a)
2025-06-20;Cunégonde;x
2025-06-21;Joséphine;
2025-06-21;Valérie;
2025-06-21;Cunégonde;x
2025-06-21;Rémiel;
2025-06-21;Pioupioute;
2025-06-21;Marans;x(t)x(n)
2025-06-22;Cunégonde;x
2025-06-22;Pioupioute;
2025-06-22;Valérie;x
2025-06-22;Marans;
2025-06-22;Joséphine;
2025-06-22;Rémiel;
2025-06-23;Valérie;x
2025-06-23;Cunégonde;x
2025-06-23;Marans;x(n)
2025-06-23;Joséphine;
2025-06-23;Rémiel;
2025-06-23;Pioupioute;
2025-06-24;Pioupioute;
2025-06-24;Marans;xxx
2025-06-24;Joséphine;
2025-06-24;Rémiel;
2025-06-24;Cunégonde;x
2025-06-24;Valérie;
2025-06-25;Rémiel;
2025-06-25;Cunégonde;x
2025-06-25;Valérie;x
2025-06-25;Joséphine;
2025-06-25;Marans;
2025-06-25;Pioupioute;
2025-06-26;Cunégonde;x
2025-06-26;Rémiel;
2025-06-26;Marans;x(n)x(t)
2025-06-26;Valérie;
2025-06-26;Joséphine;
2025-06-26;Pioupioute;
2025-06-27;Pioupioute;
2025-06-27;Cunégonde;x
2025-06-27;Valérie;x
2025-06-27;Joséphine;
2025-06-27;Marans;xxx
2025-06-27;Rémiel;
2025-06-28;Cunégonde;couve
2025-06-28;Valérie;x
2025-06-28;Pioupioute;
2025-06-28;Marans;
2025-06-28;Joséphine;
2025-06-28;Rémiel;
2025-06-29;Marans;x(t)x(n)
2025-06-29;Rémiel;
2025-06-29;Pioupioute;
2025-06-29;Cunégonde;x
2025-06-29;Valérie;x
2025-06-29;Joséphine;
2025-06-30;Pioupioute;
2025-06-30;Marans;x(t)
2025-06-30;Valérie;
2025-06-30;Cunégonde;
2025-06-30;Rémiel;
2025-06-30;Joséphine;
2025-07-01;Marans;xxx
