Date;T°C (12h-15h);Pluie(mm);Météo;Humidité;Météo_1;Météo_2;Météo_3;Météo_4;Type_Météo_1;Type_Météo_2;Type_Météo_3;Type_Météo_4
2023-09-20;25.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-09-21;27.0;0.0;couvert/beau;;couvert;beau;;;COUVERT;BEAU;NON RENSEIGNE;NON RENSEIGNE
2023-09-22;20.0;9.0;couvert/pluie;;couvert;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-09-23;20.0;0.0;éclaircies/vent;;éclaircies;vent;;;ECLAIRCIES;VENT;NON RENSEIGNE;NON RENSEIGNE
2023-09-24;23.0;0.0;éclaircies;;éclaircies;;;;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-09-25;24.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-09-26;27.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-09-27;28.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-09-28;30.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-09-29;31.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-09-30;30.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-01;30.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-02;32.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-03;31.0;0.0;beau/vent;;beau;vent;;;BEAU;VENT;NON RENSEIGNE;NON RENSEIGNE
2023-10-04;22.0;0.0;couvert;;couvert;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-05;28.0;0.0;nuageux;;nuageux;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-06;28.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-07;28.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-08;30.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-09;29.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-10;29.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-11;30.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-12;31.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-13;30.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-14;29.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-15;24.0;5.0;couvert/pluie;;couvert;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-10-16;19.0;0.0;éclaircies;;éclaircies;;;;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-17;19.0;0.0;éclaircies;;éclaircies;;;;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-18;26.0;0.0;beau/vent;;beau;vent;;;BEAU;VENT;NON RENSEIGNE;NON RENSEIGNE
2023-10-19;26.0;3.0;couvert/pluie;;couvert;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-10-20;25.0;13.0;couvert/pluie;;couvert;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-10-21;20.0;3.0;éclaircies/pluie;;éclaircies;pluie;;;ECLAIRCIES;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-10-22;19.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-23;15.0;0.0;maussade;;maussade;;;;AUTRE/NON CLASSE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-24;20.0;0.0;éclaircies;;éclaircies;;;;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-25;20.0;0.0;pluie/éclaircies;;pluie;éclaircies;;;PLUIE;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE
2023-10-26;18.0;1.0;couvert/pluie;;couvert;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-10-27;15.0;8.0;couvert/pluie;;couvert;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-10-28;18.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-29;19.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-30;17.0;0.0;couvert;;couvert;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-10-31;15.0;9.0;couvert/pluie;;couvert;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-11-01;19.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-11-02;19.0;5.0;éclaircies/pluie;;éclaircies;pluie;;;ECLAIRCIES;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-11-03;13.0;17.0;pluie;;pluie;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-11-04;10.0;5.0;pluie;;pluie;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-11-05;13.0;6.0;pluie/éclaircies;;pluie;éclaircies;;;PLUIE;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE
2023-11-06;19.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-11-07;12.0;8.0;averses/pluie;;averses;pluie;;;PLUIE;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-11-08;17.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-11-09;19.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-11-10;13.0;6.0;pluie/beau;;pluie;beau;;;PLUIE;BEAU;NON RENSEIGNE;NON RENSEIGNE
2023-11-11;11.0;7.0;pluie/éclaircies;;pluie;éclaircies;;;PLUIE;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE
2023-11-12;12.0;0.0;pluie;;pluie;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-11-13;17.0;0.0;couvert/éclaircies;;couvert;éclaircies;;;COUVERT;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE
2023-11-14;24.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-11-15;24.0;5.0;beau/pluie;;beau;pluie;;;BEAU;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-11-16;16.0;5.0;pluie/éclaircies;;pluie;éclaircies;;;PLUIE;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE
2023-11-17;16.0;2.0;couvert/pluie;;couvert;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-11-18;15.0;0.0;éclaircies;;éclaircies;;;;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-11-19;20.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-11-20;21.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-11-21;14.0;9.0;couvert/pluie;;couvert;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-11-22;9.0;10.0;pluie;;pluie;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-11-23;9.0;3.0;pluie/éclaircies/vent;;pluie;éclaircies;vent;;PLUIE;ECLAIRCIES;VENT;NON RENSEIGNE
2023-11-24;11.0;0.0;beau/vent;;beau;vent;;;BEAU;VENT;NON RENSEIGNE;NON RENSEIGNE
2023-11-25;7.0;0.0;gris/vent;;gris;vent;;;COUVERT;VENT;NON RENSEIGNE;NON RENSEIGNE
2023-11-26;9.0;0.0;gris ;;gris;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-11-27;12.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-11-28;13.0;27.0;éclaircies/pluie/vent;;éclaircies;pluie;vent;;ECLAIRCIES;PLUIE;VENT;NON RENSEIGNE
2023-11-29;9.0;0.0;éclaircies;;éclaircies;;;;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-11-30;16.0;0.0;éclaircies;;éclaircies;;;;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-01;11.0;6.0;bruine/pluie;;bruine;pluie;;;PLUIE;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-12-02;8.0;14.0;pluie;;pluie;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-03;6.0;2.0;pluie/éclaircies;;pluie;éclaircies;;;PLUIE;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE
2023-12-04;11.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-05;12.0;0.5;éclaircies/pluie;;éclaircies;pluie;;;ECLAIRCIES;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-12-06;9.0;0.0;éclaircies/vent;;éclaircies;vent;;;ECLAIRCIES;VENT;NON RENSEIGNE;NON RENSEIGNE
2023-12-07;10.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-08;14.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-09;9.0;18.0;pluie/vent;;pluie;vent;;;PLUIE;VENT;NON RENSEIGNE;NON RENSEIGNE
2023-12-10;14.0;1.0;pluie/éclaircies;;pluie;éclaircies;;;PLUIE;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE
2023-12-11;18.0;0.0;beau/couvert;;beau;couvert;;;BEAU;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2023-12-12;19.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-13;16.0;3.0;voilé/pluie;;voilé;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-12-14;10.0;20.0;averses/pluie/vent;;averses;pluie;vent;;PLUIE;PLUIE;VENT;NON RENSEIGNE
2023-12-15;10.0;1.0;averses/éclaircies/vent;;averses;éclaircies;vent;;PLUIE;ECLAIRCIES;VENT;NON RENSEIGNE
2023-12-16;9.0;1.0;bruine;;bruine;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-17;13.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-18;15.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-19;16.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-20;4.0;0.0;gris;;gris;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-21;8.0;11.0;pluie/éclaircies/vent;;pluie;éclaircies;vent;;PLUIE;ECLAIRCIES;VENT;NON RENSEIGNE
2023-12-22;11.0;0.0;vent/bruine;;vent;bruine;;;VENT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2023-12-23;12.0;1.0;gris/vent/éclaircies/pluie;;gris;vent;éclaircies;pluie;COUVERT;VENT;ECLAIRCIES;PLUIE
2023-12-24;12.0;0.0;éclaircies;;éclaircies;;;;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-25;13.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-26;12.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-27;15.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-28;17.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-29;10.0;0.0;gris;;gris;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2023-12-30;9.0;0.0;gris/éclaircies;;gris;éclaircies;;;COUVERT;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE
2023-12-31;17.0;0.0;beau;;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-01;15.0;0.0;beau;0.38;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-02;13.0;0.0;éclaircies;0.44;éclaircies;;;;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-03;12.0;1.0;gris/pluie;0.61;gris;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2024-01-04;14.0;0.0;beau;0.42;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-05;6.0;12.0;pluie;0.78;pluie;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-06;5.0;10.0;pluie;0.82;pluie;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-07;3.0;0.0;gris;0.6;gris;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-08;4.0;0.0;gris;0.59;gris;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-09;4.0;0.0;beau;0.58;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-10;3.0;0.0;gris;0.71;gris;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-11;4.0;4.0;pluie/neige/éclaircies;0.7;pluie;neige;éclaircies;;PLUIE;NEIGE;ECLAIRCIES;NON RENSEIGNE
2024-01-12;6.0;0.0;beau;0.53;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-13;11.0;0.0;beau;0.47;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-14;15.0;6.0;voilé/pluie;0.45;voilé;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2024-01-15;12.0;10.0;pluie;0.85;pluie;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-16;15.0;0.0;voilé;0.53;voilé;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-17;10.0;0.0;gris;0.76;gris;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-18;19.0;2.0;beau/couvert/pluie;0.34;beau;couvert;pluie;;BEAU;COUVERT;PLUIE;NON RENSEIGNE
2024-01-19;3.0;0.0;gris;0.64;gris;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-20;8.0;0.0;beau;0.38;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-21;15.0;0.0;beau;0.31;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-22;11.0;2.0;voilé/pluie;0.41;voilé;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2024-01-23;13.0;0.0;éclaircies;0.45;éclaircies;;;;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-24;15.0;0.0;voilé;0.51;voilé;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-25;18.0;0.0;beau;0.42;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-26;13.0;0.0;voilé;0.53;voilé;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-27;15.0;0.0;beau;0.47;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-01-28;16.0;0.0;beau/vent;0.45;beau;vent;;;BEAU;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-01-29;16.0;0.0;beau/vent;0.44;beau;vent;;;BEAU;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-01-30;17.0;0.0;beau/vent;0.4;beau;vent;;;BEAU;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-01-31;16.0;0.0;voilé;0.37;voilé;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-02-01;14.0;0.0;très voilé;0.53;très voilé;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-02-02;12.0;0.0;éclaircies/gris;0.55;éclaircies;gris;;;ECLAIRCIES;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2024-02-03;16.0;0.0;brouillard/beau;0.49;brouillard;beau;;;COUVERT;BEAU;NON RENSEIGNE;NON RENSEIGNE
2024-02-04;16.0;0.0;brouillard/beau;0.54;brouillard;beau;;;COUVERT;BEAU;NON RENSEIGNE;NON RENSEIGNE
2024-02-05;14.0;0.0;brouillard/beau/voilé;0.47;brouillard;beau;voilé;;COUVERT;BEAU;COUVERT;NON RENSEIGNE
2024-02-06;8.0;1.0;bruine/gris/éclaircies;0.58;bruine;gris;éclaircies;;PLUIE;COUVERT;ECLAIRCIES;NON RENSEIGNE
2024-02-07;17.0;1.0;beau/pluie;0.32;beau;pluie;;;BEAU;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2024-02-08;20.0;0.0;beau/vent chaud;0.33;beau;vent chaud;;;BEAU;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-02-09;12.0;0.0;gris/éclaircies;0.61;gris;éclaircies;;;COUVERT;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE
2024-02-10;7.0;15.0;pluie/vent;0.79;pluie;vent;;;PLUIE;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-02-11;10.0;0.0;éclaircies/vent;0.55;éclaircies;vent;;;ECLAIRCIES;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-02-12;10.0;2.0;éclaircies/tempête/pluie;0.7;éclaircies;tempête;pluie;;ECLAIRCIES;VENT;PLUIE;NON RENSEIGNE
2024-02-13;18.0;0.0;beau;0.36;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-02-14;22.0;0.0;beau;0.33;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-02-15;15.0;0.0;beau/vent;0.58;beau;vent;;;BEAU;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-02-16;11.0;29.0;pluie;0.8;pluie;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-02-17;13.0;0.0;éclaircies;0.55;éclaircies;;;;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-02-18;13.0;0.0;voilé;0.5;voilé;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-02-19;13.0;0.0;bruine/éclaircies;0.69;bruine;éclaircies;;;PLUIE;ECLAIRCIES;NON RENSEIGNE;NON RENSEIGNE
2024-02-20;10.0;0.0;voilé;0.55;voilé;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-02-21;17.0;0.0;voilé;0.34;voilé;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-02-22;16.0;6.0;voilé/couvert/tempête;0.55;voilé;couvert;tempête;;COUVERT;COUVERT;VENT;NON RENSEIGNE
2024-02-23;10.0;2.0;voilé/vent/pluie;0.46;voilé;vent;pluie;;COUVERT;VENT;PLUIE;NON RENSEIGNE
2024-02-24;12.0;2.0;pluie/éclaircies/vent;0.3;pluie;éclaircies;vent;;PLUIE;ECLAIRCIES;VENT;NON RENSEIGNE
2024-02-25;9.0;13.0;pluie;0.83;pluie;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-02-26;13.0;8.0;éclaircies/pluie/vent;0.4;éclaircies;pluie;vent;;ECLAIRCIES;PLUIE;VENT;NON RENSEIGNE
2024-02-27;5.0;12.0;pluie/vent;0.81;pluie;vent;;;PLUIE;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-02-28;10.0;8.0;éclaircies/vent;0.42;éclaircies;vent;;;ECLAIRCIES;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-02-29;13.0;0.0;beau/pluie/vent;0.36;beau;pluie;vent;;BEAU;PLUIE;VENT;NON RENSEIGNE
2024-03-01;14.0;0.0;beau/vent;0.34;beau;vent;;;BEAU;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-03-02;11.0;0.0;gris;0.54;gris;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-03-03;11.0;17.0;pluie/éclaircies/vent;0.48;pluie;éclaircies;vent;;PLUIE;ECLAIRCIES;VENT;NON RENSEIGNE
2024-03-04;14.0;4.0;beau/voilé/pluie;0.32;beau;voilé;pluie;;BEAU;COUVERT;PLUIE;NON RENSEIGNE
2024-03-05;10.0;3.0;giboulées;0.38;giboulées;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-03-06;15.0;0.0;beau;0.3;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-03-07;17.0;0.0;voilé/vent;0.37;voilé;vent;;;COUVERT;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-03-08;17.0;2.0;pluie/beau;0.41;pluie;beau;;;PLUIE;BEAU;NON RENSEIGNE;NON RENSEIGNE
2024-03-09;14.0;0.0;gris;0.5;gris;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-03-10;16.0;0.0;dégagé;0.25;dégagé;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-03-11;6.0;17.0;pluie/vent;0.78;pluie;vent;;;PLUIE;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-03-12;15.0;0.0;beau;0.33;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-03-13;20.0;0.0;beau;0.33;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-03-14;21.0;0.0;voilé;0.41;voilé;;;;COUVERT;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-03-15;21.0;0.0;voilé/beau/couvert;0.34;voilé;beau;couvert;;COUVERT;BEAU;COUVERT;NON RENSEIGNE
2024-03-16;19.0;0.0;beau/voilé;0.39;beau;voilé;;;BEAU;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2024-03-17;24.0;0.0;beau;0.35;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-03-18;21.0;0.0;couvert/voilé;0.46;couvert;voilé;;;COUVERT;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2024-03-19;22.0;0.0;beau;0.41;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-03-20;21.0;0.0;voilé/couvert;0.58;voilé;couvert;;;COUVERT;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2024-03-21;24.0;0.0;couvert/voilé;0.43;couvert;voilé;;;COUVERT;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2024-03-22;26.0;0.0;beau;0.35;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-03-23;10.0;0.0;bruine/couvert/éclaircies;0.77;bruine;couvert;éclaircies;;PLUIE;COUVERT;ECLAIRCIES;NON RENSEIGNE
2024-03-24;9.0;0.0;assez beau;;assez beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-03-25;10.0;0.0;;;;;;;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-03-26;7.0;7.0;pluie/gris;0.65;pluie;gris;;;PLUIE;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2024-03-27;14.0;4.0;voilé/pluie;0.4;voilé;pluie;;;COUVERT;PLUIE;NON RENSEIGNE;NON RENSEIGNE
2024-03-28;19.0;0.0;beau;0.36;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-03-29;21.0;2.0;voilé/vent/pluie;0.47;voilé;vent;pluie;;COUVERT;VENT;PLUIE;NON RENSEIGNE
2024-03-30;22.0;0.0;beau;0.33;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-03-31;15.0;5.0;voilé/vent/orages;0.5;voilé;vent;orages;;COUVERT;VENT;ORAGE;NON RENSEIGNE
2024-04-01;17.0;2.0;beau/orages/beau;0.39;beau;orages;beau;;BEAU;ORAGE;BEAU;NON RENSEIGNE
2024-04-02;19.0;0.0;beau/couvert;0.33;beau;couvert;;;BEAU;COUVERT;NON RENSEIGNE;NON RENSEIGNE
2024-04-03;17.0;0.0;nuageux/beau;0.37;nuageux;beau;;;COUVERT;BEAU;NON RENSEIGNE;NON RENSEIGNE
2024-04-04;25.0;0.0;beau;0.31;beau;;;;BEAU;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-04-05;25.0;0.0;beau/vent;0.4;beau;vent;;;BEAU;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-04-06;18.0;0.0;couvert/vent;0.56;couvert;vent;;;COUVERT;VENT;NON RENSEIGNE;NON RENSEIGNE
2024-04-07;20.0;0.0;couvert/vent/éclaircies;0.53;couvert;vent;éclaircies;;COUVERT;VENT;ECLAIRCIES;NON RENSEIGNE
2024-04-08;22.0;2.0;couvert/voilé/pluie;0.51;couvert;voilé;pluie;;COUVERT;COUVERT;PLUIE;NON RENSEIGNE
2024-04-09;13.0;11.0;giboulées;0.42;giboulées;;;;PLUIE;NON RENSEIGNE;NON RENSEIGNE;NON RENSEIGNE
2024-04-10;12.0;0.0;éclaircies/vent;0.49;éclaircies;vent;;;ECLAIRCIES;VENT;NON RENSEIGNE;NON RENSEIGNE
